City,Latitude,Longitude,Landmark,House of Worship,Pilgrimage,Archaeological Site,Shoreline ,Waterside ,Woods ,Hill Station,Urban Area,Province,State,id
Mukteshwar,29.46,79.66,Hills Hindu Temple Waterfalls,3,0,0,0,26,0,33,0,Mukteshwar,Uttarakhand,590a5ee6a125d90df199914f62fcfb27
muktsar,30.48,74.52,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,muktsar,Punjab,6687e3471121b57c97c8f407b751eab4
Mukutmanipur,22.97,86.79,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Mukutmanipur,West Bengal,40d663e5261bd84acd1396e8ebd23e89
Mumbai,18.93,72.83,Historical Place Caves Hindu Temple Wildlife Sanctuary Garden Church Lake Beach,1,0,13,20,24,32,0,0,Mumbai,Maharashtra,d1234c020e19e5e98030716da4040d08
Mundra,22.84,69.71,Lake Park,0,0,0,0,24,0,0,40,Mundra,Gujarat,a7d4fd49c3c7d44448906ab4842ef655
Munnar,10.09,77.06,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Munnar,Kerala,f4aec85e1bc4ab10e263794e9b3a908e
munroe island,9,76.62,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,munroe island,Kerala,e6885861c7bb2905f6d9fae962ff1ed7
Munsiyari,30.07,80.24,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Munsiyari,Nepal,243420133d61c92a59f5f5f28b141c11
Murshidabad,24.19,88.27,Hills Hill Station,0,0,0,0,0,0,33,0,Murshidabad,west bengal,3f81c988920313ca10dde5ea7da1c214
Murud Janjira,18.44,72.91,Fort Beach,0,0,12,20,0,0,0,0,Murud Janjira,Maharashtra,3349c08c50af6a1197a94b328d8a7a73
Murudeshwar,14.81,74.13,Beach Coast,0,0,0,20,0,0,0,0,Murudeshwar,Uttarakhand,2a2d4467639a9f53b5e1ee01f8b13673
Mussoorie,30.46,78.1,Hills Hill Station Lake Waterfalls Garden Church Hindu Temple,1,0,0,0,26,28,36,0,Mussoorie,Uttarakhand,2f295c115b3130a73fc88958e679a5eb
muthanga,11.67,76.35,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,muthanga,Kerala,571c149cbe9f39547e7a63ba782f7811
muttupet,10.4,79.5,Hills Hill Station,0,0,0,0,0,0,33,0,muttupet,Tamil Nadu,f8f09260b09c9b15a41553fc1aa5640a
Muvattupuzha,9.99,76.58,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Muvattupuzha,Kerala,bf088b1cfbbdaeeac6945b75dd472cda
Muzaffarnagar,29.47,77.7,Lake Park,0,0,0,0,24,0,0,40,Muzaffarnagar,Uttar Pradesh,491afc05399f52c171167b65f87bbd9c
Mysore,12.41,76.67,Hills Lake Waterfalls Garden Church Hindu Temple Historical Place Garden Park,1,0,10,0,26,28,33,40,Mysore,Karnataka,5f5d59ffe94458a0578d60be66b969a2
Nadiad,22.69,72.86,Lake Hindu Temple,3,0,0,0,24,0,0,0,Nadiad,Gujarat,048e0d0cbc09ba5853d8b767c0e6f0c9
Nagaon,26.35,92.69,Wildlife Sanctuary Park Garden Hindu Temple Waterfalls,3,0,0,0,26,32,0,40,Nagaon,Assam,13cf52cf8089e1725d03346435736367
Nagapattinam,10.77,79.84,Hindu Temple Beach,3,0,0,20,0,0,0,0,Nagapattinam,Tamil Nadu,3a8481491e129cab0c322cda4e9109d1
Nagarholae,12.3,76.3,Waterfalls,0,0,0,0,26,0,0,0,Nagarholae,Karnataka,de733fd58f08b76c346f983d07d70860
Nagaur,27.2,73.73,Fort Palace,0,0,12,0,0,0,0,0,Nagaur,Rajasthan,aa95b851b4cb53365a2eb2bb4dab532a
Nagercoil,8.19,77.42,Hindu Temple Church Beach Lake Hills Waterfalls,1,0,0,20,26,0,33,0,Nagercoil,Tamil Nadu,9d9bd43456738cfc3910905435dbebac
Nagercoil,8.18,77.43,Hindu Temple Church Palace Lake Hills Beach,1,0,11,20,24,0,33,0,Nagercoil,Tamil Nadu,984db6984487b544ef90c5f6cb1699ed
Naggar,32.11,77.14,Hindu Temple,3,0,0,0,0,0,0,0,nagar,Himachal Pradesh,6b3229e2e1df96bfa2b006a6c70aca08
Nagpur,21.13,79.08,Lake Zoo Historical Place Park Hindu Temple Wildlife SanctuaryGarden Palace,3,0,10,0,24,29,0,40,Nagpur,Maharashtra,4b50108596e041355b8dfb3547e1cc03
Nagwa,20.95,70.92,Hindu Temple,3,0,0,0,0,0,0,0,nagwa,Gujarat,9fabb6792b45f497b5bf853db26acb53
Nahan,30.56,77.3,Fort Lake Hindu Temple Park,3,0,12,0,24,0,0,40,Nahan,Himachal Pradesh,9b4421dd714028b0de3b00185163191a
Nainital,29.42,79.43,Snow Hills Hill Station Lake Zoo Garden Hindu Temple Cave,3,0,13,0,24,29,35,0,Nainital,Uttarakhand,b606ef6f7bca2604dad406116779e58d
Nalagarh,31.04,76.72,Fort Lake Garden,0,0,12,0,24,28,0,0,Nalagarh,Himachal Pradesh,637884e88bf78c4473d349a9b4309cef
Naldehra,31.12,77.13,Hindu Temple Wildlife SanctuaryWaterfalls Valley Hills,3,0,0,0,26,32,34,0,Naldehra,Himachal Pradesh,0af0b51a03ca199773dd9a228611cdd7
Nalgonda,15.48,78.48,Hindu Temple Fort Lake Hills,3,0,12,0,24,0,33,0,Nalgonda,Telangana,fce354a20ae15d571bc678a8ece9e124
Namakkal,11.21,78.18,Hindu Temple Fort,3,0,12,0,0,0,0,0,Namakkal,tamil nadu,018b84fc7a3b2a1b3386a6a60ef8afdc
Namchi,27.17,88.37,Hindu Temple Monastery Garden Hills Park,5,0,0,0,0,28,33,40,Namchi,Sikkim,5f709035ac42e469ad5d001ef4bc07f1
Nanded,19.14,77.32,Hindu Temple Fort Garden Museum,3,0,12,0,0,28,0,0,Nanded,Maharashtra,435632e2bd4d3b81f2e2ad2420769fdf
nandi,13.38,77.67,Hills Hindu Temple,3,0,0,0,0,0,33,0,nandi,Karnataka,af61c99e3b9d868b23f3d944b148c38c
Nandurbar,21.88,74.46,Wildlife Sanctuary Waterfalls River Bank Hindu Temple Dam,3,0,0,0,22,32,0,0,Nandurbar,Maharashtra,f99897893a52089119c9d701f866dd2e
Nandyal,15.49,78.48,Hindu Temple,3,0,0,0,0,0,0,0,Nandyal,Andhra Pradesh,d944774ab36d46265f2ad007d99d13fa
narendranagar,30.16,78.29,Hindu Temple Waterfalls,3,0,0,0,26,0,0,0,narendranagar,Uttarakhand,d6f5a2f1f25b4c72dfc92b7d195a809d
Narkanda,31.25,77.46,Hindu Temple Fort,3,0,12,0,0,0,0,0,Narkanda,Himachal Pradesh,35d8b08e38719f93fb39fde429f69c40
Narnaul,28.07,76.1,Fort Hills Historical Place Hindu Temple,3,0,10,0,0,0,33,0,Narnaul,Haryana,d7825699a5a1a2ecb27ce1363650c4eb
Narsinghpur,23.09,79.62,Lake Hindu Temple,3,0,0,0,24,0,0,0,Narsinghpur,Madhya Pradesh,b81a3e82f5d8ea1bbf6056a4c9014d78
Nashik,19.95,73.76,Lake Hindu Temple Cave Dam Waterfalls River Bank Hills,3,0,13,0,22,0,33,0,Nashik,Maharashtra,89b01cf73d93f89a2e171eb0ca5a0151
Nathdwara,24.93,73.82,Hindu Temple,3,0,0,0,0,0,0,0,Nathdwara,Rajasthan,cacee501e67f4683f459a25e6723745c
Naukuchiatal,29.35,79.56,Lake Hills,0,0,0,0,24,0,33,0,Naukuchiatal,Uttarakhand,df93f94d82ed018cceca8fd046181f73
Navi Mumbai,19.05,73.02,Hindu Temple Wildlife Sanctuary Garden Church Lake Beach,1,0,0,20,24,32,0,0,Navi Mumbai,Maharashtra,7527797dc108ad70c52dcc2ca275b41d
Nawalgarh,27.85,75.25,Historical Place,0,0,10,0,0,0,0,0,Nawalgarh,Rajasthan,2509089c7638e2c4508c0244e93abcb6
naya bazar,27.15,88.29,Hills,0,0,0,0,0,0,33,0,naya bazar,Sikkim,65b29beab5020571c67a66473afbe4fb
nedumbassery,10.15,76.36,Hindu Temple Church Beach,1,0,0,20,0,0,0,0,nedumbassery,Kerala,ef0910de12d0174bf253c8d9cdd544b5
Neemrana,27.99,76.39,Fort Hills,0,0,12,0,0,0,33,0,Neemrana,Rajasthan,0680bfb2f678256c361ec894e534ff85
Neemuch,24.48,74.86,Fort Hindu Temple,3,0,12,0,0,0,0,0,Neemuch,Madhya Pradesh,b7822a80fe88d64a07a9a75804edabaa
Neil Island,11.84,93.02,Beach,0,0,0,20,0,0,0,0,Neil Island,Andaman and Nicobar Islands,8219dae5652fe175a175791498646bda
nelamangala,13.07,77.38,Hindu Temple,3,0,0,0,0,0,0,0,nelamangala,Karnataka,c3ba519dadfca6459c190b330b15c2b0
Nellore,14.45,79.98,Park Hindu Temple,3,0,0,0,0,0,0,40,Nellore,Andhra Pradesh,6533a6aaea42d1ae886b1cba5002affc
Neral,19.02,73.32,Hills,0,0,0,0,0,0,33,0,Neral,Maharashtra,6875a926f5c1353c2e000556c671dba2
new delhi,28.65,77.21,Bird Sanctuary Hindu Temple Museum  Zoo,3,0,16,0,0,31,0,0,new delhi,Delhi NCR,39b7cae5995290c5b6ce7943324a6fe6
New Tehri,30.06,78.48,Dam,0,0,0,0,23,0,0,0,New Tehri,Uttarakhand,cf3379ad144f84b6a66e173b1a809ed7
nileshwar,12.25,75.12,Fort Beach Waterfalls Hindu Temple,3,0,12,20,26,0,0,0,nileshwar,Kerala,00ae74c808099ca6a8da31f58be54c8b
Nilgiri,11.51,76.5,Waterfalls Lake Dam Garden Wildlife Sanctuary Hill Station,0,0,0,0,26,28,36,0,Nilgiri,Tamil Nadu,842b32a88f9a06390fa732b3168dca31
Nizamabad,40,40,Fort Lake Hindu Temple,3,0,12,20,24,0,0,0,Nizamabad,Telangana,ed8b86cbce82395206d9d48916ceb26a
Noida,28.55,77.36,Bird Sanctuary Hindu Temple Park River Bank,3,0,0,0,22,31,0,40,NOIDA,Uttar Pradesh,7d3a45fb5a5481f4f28975cebc8dd3c0
North Goa Vicinity,15.37,73.89,Fort Beach,0,0,12,20,0,0,0,0,Goa,Goa,ffe236f3f82fc71365f84313e4a3b168
North Lakhimpur,27.23,94.11,Wildlife Sanctuary Hindu Temple,3,0,0,0,0,32,0,0,North Lakhimpur,Assam,7d1f47f1add2410d635c2f09e0340928
Nubra Valley,34.69,77.57,Monastery Museum Palace,5,0,16,0,0,0,0,0,Nubra Valley,jammu and kashmir,711a432dc665d3217f1921e6051ac49a
Omkareshwar,22.25,76.15,Hindu Temple,3,0,0,0,0,0,0,0,Omkareshwar,Madhya Pradesh,d6db2598b0ccffb7a49d514bb242edb8
Ongole,15.51,80.04,Beach Hindu Temple,3,0,0,20,0,0,0,0,Ongole,Andhra Pradesh,53c5ea0c0799dc39b89e7426387687df
Ooty,11.41,76.7,Lake Hills Hill Station,0,0,0,0,24,0,36,0,Ooty,Tamil Nadu,2afda83bd8d347987729496d1f7d039b
Orai,26.35,79.18,Hindu Temple,3,0,0,0,0,0,0,0,Orai,Uttar Pradesh,26362c2d7bb8f4d2792b026c3ff1b959
Orchha,25.44,78.59,Historical Place Hindu Temple,3,0,10,0,0,0,0,0,Orchha,Madhya Pradesh,8ebf57768030749ce5a86ca63527e329
Osian,26.72,72.9,Historical Place,0,0,10,0,0,0,0,0,Osian,Rajasthan,21595efddc89eb289c8d932c5b9b204c
Osmanabad,18.77,75.71,Cave Fort Hindu Temple Dam,3,0,13,0,23,0,0,0,Osmanabad,Maharashtra,a55b21752ad99ff8009e64885deb174e
pachmarhi,22.47,78.43,Cave Waterfalls Lake Museum Wildlife Sanctuary Hindu Temple Church Garden Palace,1,0,13,0,26,32,0,0,pachmarhi,Madhya Pradesh,23229318fdf159ca34949a0ed3aaf4e0
Pahalgam,33.98,75.32,Valley Hindu Temple Lake Park Garden,3,0,0,0,24,28,34,40,Pahalgam,Jammu and Kashmir,05fe596d4b04d1799164314fcbb7730f
paithalmala,12.17,75.57,Hill Station Hills,0,0,0,0,0,0,36,0,paithalmala,Kerala,b1f4a2223a53d327560d8aececdeebb2
Pakur,24.64,87.85,Hindu Temple,3,0,0,0,0,0,0,0,Pakur,Jharkhand,3a4d26454df4f7c67ac2bd8d4564920c
Pakyong,27.31,88.67,Monastery Garden Hills Hill Station,5,0,0,0,0,28,36,0,Pakyong,Sikkim,9a50868ccef78e48e332a6f95ec8067e
Palakkad,10.78,76.68,Fort Dam Waterfalls Park Hindu Temple,3,0,12,0,26,0,0,40,Palakkad,Kerala,35a6f6bca0900767ab573361e32ecd0d
Palampur,32.11,76.54,Hills Hindu Temple Valley Monastery Garden Church,5,0,0,0,0,28,34,0,Palampur,Himachal Pradesh,adb3564f56ea2ef71e8d89eddda9df9e
Palani,10.44,77.53,Hindu Temple Hill Dam,3,0,0,0,23,0,33,0,Palani,Tamil Nadu,c223864fad6c11b9c568e185eb8f9f91
Palanpur,23.89,72.96,Hindu Temple Palace,3,0,11,0,0,0,0,0,Palanpur,Gujarat,f2d82d902e53453de87b1d38228d961a
Palghar,19.69,72.77,Fort Beach Hindu Temple Dam Waterfalls,3,0,12,20,23,0,0,0,Palghar,Maharashtra,fd8453b9d0f57cfed6adb4e1014b0b5e
Palolem,15.01,74.03,Beach Island,0,0,0,20,0,0,0,0,Goa,Goa,5200a4196555e8f1dd1b5e2faed7a595
Palwal,25.29,82.76,Hindu Temple,3,0,0,0,0,0,0,0,Palwal,Haryana,d65bad84afdb12570b170308ee4cef5b
Panaji,15.5,73.83,Church Beach Museum Fort Hindu Temple Bird Sanctuary Coast,1,0,16,20,0,31,0,0,Panaji,Goa,901c1844ebfcfee8229dcd864d50acfb
Panchgani,17.92,73.8,Park Garden Dam,0,0,0,0,23,28,0,40,Panchgani,Maharashtra,1d1818798534f9eee1d9caab5b7f36c8
Panchkula,30.69,76.86,Garden Lake Park Zoo Wildlife Sanctuary Bird Sanctuary Hindu Temple Dam Island,3,0,0,21,23,31,0,40,Panchkula,Haryana,598c28024a60e5295de0347aaa6a913a
Panchmarhi,22.46,78.43,Cave Museum Waterfalls Lake Church Hindu Temple,1,0,13,0,26,0,0,0,Panchmarhi,Madhya Pradesh,1b56cf8ac821f12492ae4fa6f1b23148
Pandharpur,17.68,75.33,Hindu Temple,3,0,0,0,0,0,0,0,Pandharpur,Maharashtra,51418465bae9cbe35716438436c2be5a
Pangot,29.42,79.43,Waterfalls Hills,0,0,0,0,26,0,33,0,Pangot,Uttrakhand,a4596349755b8f9144ce0834415d6d43
Panhala,16.81,74.12,Historical Place Fort Hills,0,0,10,0,0,0,33,0,Panhala,Maharashtra,0342c94c20491a8b0132401686fee39b
Panipat,29.37,76.99,Museum Park,0,0,16,0,0,0,0,40,Panipat,Haryana,7c410ffd6077830fbc16a037d23d7306
Panjim,15.5,73.83,Historical Place Desert,0,0,17,0,0,0,0,0,Goa,Goa,cf85399a1c1cf64fb671e6e245b0e42a
Panna,24.72,80.18,Historical Place,0,0,10,0,0,0,0,0,Panna,Madhya Pradesh,b778a255f6e4b5bf780d251840304400
Panvel,18.99,73.12,Fort Bird Sanctuary Lake Waterfalls,0,0,12,0,26,31,0,0,Panvel,Maharashtra,a19861d3d87e122267f3b63c6d02c932
Paonta Sahib,30.45,77.6,Gurudwara Lake Wildlife Sanctuary Bird Sanctuary,2,0,0,0,24,31,0,0,Paonta Sahib,Himachal Pradesh,2399b031437844a3fda9620f101c097c
Paradeep,20.27,86.66,Beach,0,0,0,20,0,0,0,0,Paradeep,Odisha,f3dbee6ee6a7cd9d35f43d9465784653
paravur,8.81,76.72,Hindu Temple Church Museum Beach,1,0,16,20,0,0,0,0,paravūr,Kerala,99226740b755e6d3ccbab7f1b1d6b735
Parbhani,19.26,76.77,Hindu Temple,3,0,0,0,0,0,0,0,Parbhani,Maharashtra,0f157d47d80e1f9d30ae8cb33e8e1185
parra,15.58,73.79,Church Hindu Temple Beach Fort,1,0,12,20,0,0,0,0,parra,Goa,cc2215815fcc4856d98f166292012776
Parwanoo,30.84,76.98,Hindu Temple Hill Dam Wildlife Sanctuary,3,0,0,0,23,32,33,0,Parwanoo,Himachal Pradesh,e2265a807bed68b6d9f58efed125db4a
Patan,23.83,71.61,Museum Valley Hindu Temple Zoo Lake,3,0,16,0,24,29,34,0,Patan,Gujarat,d677517e269e6b18635b59dec041d85c
Pathanamthitta,9.23,76.73,Museum Church Hindu Temple Hills,1,0,16,0,0,0,33,0,Pathanamthitta,Kerala,00d1259dce9eb5736f6c424259abef9c
Pathankot,32.27,75.64,Hindu Temple,3,0,0,0,0,0,0,0,Pathankot,Punjab,a8c13a8d387fc947cd58441895ab3469
Patiala,30.34,76.39,Mosque Palace Hindu TempleFort Park Zoo,6,0,11,0,0,29,0,40,Patiala,Punjab,41a601a81e04e3f1253d7212aaef4d92
Patna,25.63,85.11,Historical Place Park Museum Hindu Temple,3,0,10,0,0,0,0,40,Patna,Bihar,a0c38b9c7c3c12869cbdc6aaafe5c3d9
patnem,15,74.03,Museum Wildlife Sanctuary Lake Church,1,0,16,0,24,32,0,0,patnem,Goa,1ad2d45cd4f42e8af777058218130392
Patnitop,33.07,75.34,Snow Hills Hill Station Hindu Temple,3,0,0,0,0,0,35,0,Patnitop,Jammu and Kashmir,756ee25328eb85db61688f827308dd9a
Pauri,30.15,78.77,Hindu Temple Lake,3,0,0,0,24,0,0,0,Pauri,Uttarakhand,62cb95ce01fc8477bf103728b67a83c6
Pauri Garwal,30.22,78.79,Hills Hindu Temple Forest Waterfalls Beach Wildlife Sanctuary,3,0,0,20,26,27,33,0,Pauri Garwal,Uttarakhand,bfcbbd40110c30a6b62b6b8a5801a34a
payyannur,12.13,75.24,Hindu Temple,3,0,0,0,0,0,0,0,payyannūr,Kerala,ba24b1121c11492eae886165f76c72e1
Pelling,27.33,88.61,Monastery Lake Waterfalls Garden Hindu Temple,5,0,0,0,26,28,0,0,Pelling,Sikkim,2bf15934c8f52e3ed3a4a2c367b31534
Pench,21.81,79.51,Dam Wildlife Sanctuary River Bank,0,0,0,0,23,32,0,0,Pench,Madhya Pradesh,21324367e5d5e8f977254af4f1d21c5e
Perambalur,11.24,78.87,Hindu Temple Palace Waterfalls,3,0,11,0,26,0,0,0,Perambalur,Tamil Nadu,f23d10789f4118da38f416b739c57c92
Phagwara,31.03,75.78,Hindu Temple,3,0,0,0,0,0,0,0,Phagwara,Punjab,a96b8cdda2237d36374f27ac39f8aecc
Phalodi,27.12,72.41,Fort,0,0,12,0,0,0,0,0,Phalodi,Rajasthan,2160d139504a01ab094dddc41d4e825f
Phulbani,20.48,84.23,Hindu Temple,3,0,0,0,0,0,0,0,Phulbani,Odisha,f1d36dce776915ece7ed32eb3e0d51a4
Pilani,28.38,75.61,Hindu Temple Palace Lake,3,0,11,0,24,0,0,0,Pilani,Rajasthan,fc0a6a3c72ac5c326377ae6f115d7bcc
pimpri,18.63,73.81,Hindu Temple Hills Fort Lake,3,0,12,0,24,0,33,0,pimpri,Maharashtra,4b0dc388f80cd5d956dff0965e081c34
Pithoragarh,30.07,80.24,Fort Hills Hindu Temple Park,3,0,12,0,0,0,33,40,Pithoragarh,Uttarakhand,43bb14eeeb3e66687d57801d7da0330e
Pokhran,26.92,71.92,Historical Place,0,0,10,0,0,0,0,0,Pokhran,Rajasthan,5e878d6ef8daed7739e57a1f0439e277
Pollachi,10.49,76.87,Wildlife Sanctuary Hindu Temple,3,0,0,0,0,32,0,0,Pollachi,Tamil Nadu,14baa75c58f8ea3efb18d9f0e2e6a4d8
Pondicherry,11.93,79.83,Hindu temple Beach Church Park Fort,1,0,12,20,0,0,0,40,Pondicherry,Pondicherry,9c7af7fc3e4b9cd1c6f6a3ea284b3ef6
Ponnamaravathi,10.28,78.54,Hindu Temple Hills,3,0,0,0,0,0,33,0,Ponnamaravathi,Tamil Nadu,95eaa60db5a9a228a455a9daa98cf9ef
Porbandar,21.64,69.61,Hindu Temple Hills Beach Palace Bird Sanctuary,3,0,11,20,0,31,33,0,Porbandar,Gujarat,f7c16c54191fb37a901c757a2f7a5500
Port Blair,11.67,92.74,Port Island Museum Beach Park Zoo,0,0,16,20,0,29,0,40,Port Blair,Andaman and Nicobar Islands,2e3253180b354c43d964fc6c2e69ab06
Pratapgarh,24.03,74.78,Hindu Temple,3,0,0,0,0,0,0,0,Pratapgarh,Rajasthan,3ac123174160f5bdee30b9a05536b195
Pune,18.48,73.82,Hindu Temple Fort Museum Dam Zoo Hills Park Cave,3,0,13,0,23,29,33,40,Pune,Maharashtra,67c5e17d1829882a2eea640f7863eebc
punnappira,9.45,76.4,Beach,0,0,0,20,0,0,0,0,punnappira,Kerala,bda89096b738139b1cce9e1958ad9982
Puri,19.8,85.82,Beach Lake Hindu Temple Museum,3,0,16,20,24,0,0,0,Puri,Orissa,adb28f7d3e24dfb3d5fa780884f82279
Purnia,25.77,87.49,Hindu Temple,3,0,0,0,0,0,0,0,Purnia,Bihar,81c047b04e5181fd3de613c536555045
Purulia,23.33,86.37,Dam Hills Forest WaterfallsPalace Wildlife Sanctuary,0,0,11,0,23,32,33,0,Purulia,West Bengal,85f0d1f04c6935222893ebfb08af3f9c
Pushkar,26.49,74.55,Lake Hindu Temple Wildlife Sanctuary River Bank Park,3,0,0,0,22,32,0,40,Pushkar,Rajasthan,69358d60e44855ccb8a38e08cfeabac9
Puttaparthi,14.16,77.81,Lake Hindu Temple Historical Place,3,0,10,0,24,0,0,0,Puttaparthi,Andhra Pradesh,a2310360259f3510f935e635aa0f8c67
Raichur,17.92,77.52,Fort Mosque,6,0,12,0,0,0,0,0,Raichur,Karnataka,415e3a97e67d9cfde42a946971c4f068
Raigad,18.76,72.87,Fort Hills Lake Museum Hindu Temple,3,0,12,0,24,0,33,0,Raigad,Maharashtra,c2302c6fe66c031c017d3c9e23ebfa61
Raigarh,21.91,83.38,Dam Park,0,0,0,0,23,0,0,40,Raigarh,Chhattisgarh,b65d752ba05baa662056a489b90e2a74
Raipur,21.25,81.63,River Bank Zoo Park Hindu Temple Fort Garden,3,0,12,0,22,29,0,40,Raipur,Chhattisgarh,76aa8e296dbc9acc0700c9e22e6341ae
raiwala,30.04,78.21,Wildlife Sanctuary Lake,0,0,0,0,24,32,0,0,raiwala,Uttarakhand,b470f249acdbed48a20a28fce64eccd2
Rajahmundry,17,81.8,River Bank Forest Museum Hindu Temple,3,0,16,0,22,27,0,0,Rajahmundry,Andhra Pradesh,b13d3e6331f0297e207ca5670aeb7560
Rajgarh,23.9,76.89,Hills,0,0,0,0,0,0,33,0,Rajgarh,Madhya Pradesh,f647907f54356b8a3412b9148450c8f4
rajgarh,24.74,80.01,Fort Lake Dam,0,0,12,0,23,0,0,0,rajgarh,Madhya Pradesh,fa5dd2961f05559a2bc8149220418a83
Rajgir,25.02,85.41,Cave Fort Lake Hills Museum,0,0,13,0,24,0,33,0,Rajgir,Bihar,f793f9d111a26b2c121eb7f8e0dde754
Rajkot,22.31,70.79,Museum Dam Park Garden Lake Palace Hindu Temple,3,0,11,0,23,28,0,40,Rajkot,Gujarat,7b5a3f9c7f4f00d3029233b989cb2026
Rajpura,30.49,76.6,Hindu Temple,3,0,0,0,0,0,0,0,Rajpura,Punjab,aca48b78b8f06ad8fd92fad7ad7b8964
Rajsamand,25.07,73.88,Lake Hills Fort Hindu Temple,3,0,12,0,24,0,33,0,Rajsamand,Rajasthan,3ca9c4173a53e5593908abfbffc2320f
Rajula,21.01,71.44,Lake,0,0,0,0,24,0,0,0,Rajula,Gujarat,dc98ab3f5d3edca75a505004f6edb7d4
Rameshwaram,9.36,78.85,Beach Hindu Temple,3,0,0,20,0,0,0,0,Rameshwaram,Tamil Nadu,fe45c19a56b54e026b46f5afb2f0aed0
Ramgarh,23.65,85.56,Waterfalls,0,0,0,0,26,0,0,0,Ramgarh,Jharkhand,a6286ae1b341898e8917e03518dcc61b
Ramnagar,29.39,79.13,Wildlife Sanctuary Zoo Hindu Temple,3,0,0,0,0,29,0,0,RamnagarUK,Uttarakhand,f0f6356fe557be2f1e00e36004c8e607
Rampur,28.79,79.03,Palace,0,0,11,0,0,0,0,0,Rampur,Uttar Pradesh,41bfbc6e15a42d50d3ae9337cfadc4eb
Ramtek,21.39,79.33,Hindu Temple Lake,3,0,0,0,24,0,0,0,Ramtek,Maharashtra,b54b87bee2c8ef512b757ba8406ff488
Ranakpur,25.13,73.47,Dam Wildlife Sanctuary Hindu Temple,3,0,0,0,23,32,0,0,Ranakpur,Rajasthan,4358e03bf6cead0467d4db92896163d6
Ranchi,23.34,85.31,Hills WaterfallsDam,0,0,0,0,23,0,33,0,Ranchi,Jharkhand,d0c875371d2c897a73ec1fdaf32f3c24
Ranikhet,29.59,79.65,Park Museum Waterfalls Palace,0,0,16,0,26,0,0,40,Ranikhet,Uttarakhand,a8520d63dc2155f4307c19fefb3bc4d8
Ranipet,12.93,79.33,Hindu Temple Waterfalls,3,0,0,0,26,0,0,0,Ranipet,Tamil Nadu,77f8ca454d69b4bfde33de388fe246c5
Ranipool,27.34,88.61,Monastery Garden Hills Hindu Temple,5,0,0,0,0,28,33,0,Ranipool,Sikkim,667ad37cdd45206c35a4781c3fb46a6b
Ranthambhore,76.34,26.02,Wildlife Sanctuary Fort Dam,0,0,12,0,23,32,0,0,Ranthambhore,Rajasthan,d433dfc95b1820f1d86cb37126a08e8e
Ratlam,23.33,75.04,Hindu Temple,3,0,0,0,0,0,0,0,Ratlam,Madhya Pradesh,3d1008fe5f782c087c95ed99b6338cc7
Ratnagiri,16.99,73.31,Fort Palace Beach Hindu Temple,3,0,12,20,0,0,0,0,Ratnagiri,Maharashtra,3845df110a4f6bdf0f28e4f8010beca6
Ravangla,27.31,88.36,Park Monastery Hills Hill Station,5,0,0,0,0,0,36,40,Ravangla,Sikkim,03b64e7e823b71ed8c2c13329d728c63
Rewa,24.55,81.3,Fort Museum Park,0,0,12,0,0,0,0,40,Rewa,Madhya Pradesh,456627c2844ef2c47c2538d33b1e36c6
Rewari,28.2,76.62,Hindu Temple,3,0,0,0,0,0,0,0,Rewari,Haryana,49858428e291d0d2d8c1d8d7af824ded
Rishikesh,30.09,78.27,Hills Hill Station Waterfalls Lake Hindu Temple,3,0,0,0,26,0,36,0,Rishikesh,Uttarakhand,970191f36308cc9016694f8da25bb551
Rohtak,28.89,76.61,Lake Zoo Garden Park Hindu Temple,3,0,0,0,24,28,0,40,Rohtak,Haryana,8d36d65408bd1392acc0d77fe9ffab84
Roorkee,29.94,77.81,Park,0,0,0,0,0,0,0,40,Roorkee,Uttarakhand,c179dbc60b30406b531c859d9a4f0aad
Rourkela,22.23,84.86,Hindu Temple Park Dam,3,0,0,0,23,0,0,40,Rourkela,Orissa,0f003edb439e77a5593a72680ec67eeb
Rudraprayag,30.49,79.18,Hindu Temple,3,0,0,0,0,0,0,0,Rudraprayag,Uttarakhand,d22d5a35ab9c5bf1e13e5f363b4fb16c
Rudrapur,28.99,79.41,Lake Hindu Temple,3,0,0,0,24,0,0,0,Rudrapur,Uttarakhand,ac1f057d1506bc03675a5ef1d2636a5e
Rumtek,27.31,88.54,Monastery Garden,5,0,0,0,0,28,0,0,Rumtek,Sikkim,c7b4df5f6fe9883af85bdf244c9f6b19
Sabar Kantha,23.21,73.1,Dam Hindu Temple,3,0,0,0,23,0,0,0,Sabar Kantha,Gujarat,f3fc88a5ae671fa284fd1b4dceab5029
Sagar,14.17,75.03,Park Hindu Temple,3,0,0,0,0,0,0,40,Sagar,Karnataka,81a2a7fd781aff15dbf84611bd742c56
Saharanpur,29.97,77.54,Hindu Temple,3,0,0,0,0,0,0,0,Saharanpur,Uttar Pradesh,2e292aa41580cd1914563e98a71744f9
Saharsa,25.88,86.6,Hindu Temple,3,0,0,0,0,0,0,0,Saharsa,Bihar,f27c2764e95cabd131d3f918d1ded494
